file,class,method,constructor,line,cbo,wmc,rfc,loc,returns,variables,parameters,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocks,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\main\java\softwareeng\App.java,softwareeng.App,main/1[java.lang.String[]],false,8,2,1,2,7,0,2,1,0,0,0,0,3,5,2,2,0,0,0,0,11,9,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\main\java\softwareeng\EquationSolver.java,softwareeng.EquationSolver,"aux/3[double,double,double]",false,26,0,2,2,9,1,3,3,0,0,0,0,0,3,3,2,1,0,0,0,8,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\main\java\softwareeng\EquationSolver.java,softwareeng.EquationSolver,"calculate/3[double,double,double]",false,7,2,2,2,14,1,4,3,0,1,0,2,6,6,6,8,1,0,0,0,16,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\test\java\softwareeng\EquationSolverTest.java,softwareeng.EquationSolverTest,caluclateWithMockWhenAuxReturn0/0,false,35,3,3,7,14,0,9,0,0,2,0,0,0,8,9,0,0,0,0,0,23,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\test\java\softwareeng\EquationSolverTest.java,softwareeng.EquationSolverTest,auxOk/0,false,56,2,2,2,4,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,5,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\test\java\softwareeng\EquationSolverTest.java,softwareeng.EquationSolverTest,caluclateOk/0,false,18,3,3,2,7,0,3,0,0,2,0,0,0,7,3,0,0,0,0,0,8,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\test\java\softwareeng\EquationSolverTest.java,softwareeng.EquationSolverTest,caluclateWhenAEquals0RaiseException/0,false,29,2,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0
C:\DEVELOP\UNI\software_engineering\software-engineering\Assignment2\assignment\src\test\java\softwareeng\EquationSolverTest.java,softwareeng.EquationSolverTest,auxWhenSqrtIsNegativeRaiseException/0,false,63,2,2,3,8,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,11,1,0
